,brief,header,pubtime,savetime
10,据 Coin ATM Radar 统计，全球目前共安装了 3990 台比特币 ATM。由于不要求客户认证，ATM 是希望保持匿名买卖比特币的用户较理想的交易渠道。不过，比特币 ATM 交易费用较高，有数据显示，部分比特币 ATM 的交易手续费高达 7%。,全球目前共安装了 3990 台比特币 ATM,04:52,2018-11-13 20:03:47
11,据 Platts 消息，由多家大型能源公司和金融机构联合设立的区块链能源商品交易平台 Vakt 计划于今年年底正式上线。Vakt 由包括 BP、壳牌及挪威国家石油公司 Equinor 在内的多家大型油气公司，联合荷兰银行、ING、法国兴业银行等大型银行和 Gunvor、Koch Supply & Trading 等贸易公司共同设立，希望通过区块链技术和智能合约，取代传统能源商品交易过程。,多家能源巨头和金融机构联合设立的区块链能源商品交易平台 Vakt 计划年底上线,04:46,2018-11-13 20:03:47
12,BitMEX 首席执行官 Arthur Hayes 在接受雅虎财经采访时否认了关于该交易所存在一个「秘密交易平台」的传闻。此前有匿名研究者发表文章称，BitMEX 可能通过其做市交易团队秘密与其客户进行交易，从中牟利。Arthur Hayes 表示，BitMEX 不存在所谓的秘密交易平台，BitMEX 旗下的做市交易团队也只是该交易所的一个顾客而已，和其他用户一样对待。,BitMEX 首席执行官否认秘密交易平台传闻,03:27,2018-11-13 20:03:47
13,美国专利商标局一项专利申请文件显示，IBM 正在申请一项区块链专利，希望利用区块链技术推动科研工作中实现更好的协作。申请文件显示，IBM 希望通过区块链技术实现数据的不可篡改，从而推动不同科研机构分享研究成果，相互信任彼此数据，进行更好的协同合作。该项目由 IBM 沃森研究中心领导开发，于 2017 年首次提交了专利申请。,IBM 希望利用区块链技术推动开放式科学研究,02:14,2018-11-13 20:03:47
14,韩国互联网公司 Naver 将第三次挑战日本搜索市场，计划通过其日本子公司 LINE Corp. 推出的基于区块链的 DApps 来保护搜索服务所需的数据，从而进军日本的搜索市场。LINE 已经发布了「4CAST「和「Wizball」，并计划在今年年底前发布基于区块链的 DApp，如 TAPAS，Pasha 和 STEP。,韩国 Naver 计划用区块链技术进军日本搜索市场,17:42,2018-11-13 20:03:47
15,GMO Internet 于 11 月 12 日将该公司准备发行的与日元挂钩的稳定币 GMO Japanese YEN 从之前发布的 GJY 变更为 GYEN。GYEN 将计划通过 GMO Internet 集团的海外品牌 Z.com 进行发行，预计于 2019 年内在亚洲展开。,GMO 或将决定变更其与日元挂钩的稳定币标识为 GYEN,16:50,2018-11-13 20:03:47
16,日本金融厅今日召开第 9 次加密货币交易所研讨会，将就 4 项议题展开讨论：1、是否对钱包从业者进行监管；2、对不公平的现货交易是否有必要进行监管；3、「虚拟货币」的称呼；4、有关加密货币衍生品相关的其他论点。,日本金融厅召开第 9 次加密货币交易所研讨会,15:41,2018-11-13 20:03:47
17,Sorvin 是一种用于自治身份和去中心化信任的协议。这种自治身份不依赖于任何中心机构，也不能被剥夺。参考 MIT Catalini 教授的网络效应-实施难度模型，Sovrin 项目属于身份认证板块，现实世界中这是一个典型的垄断型行业，网络效应非常明显。现实世界中身份认证市场的最后一公里问题是，只有 CA 认证过的数字证书人们才敢信任。由于区块链本身不能解决现实世界与数字世界的身份对应，最后一公里问题仍然比较严重。TokenGazer 认为，Sovrin 项目在技术实施上已经取得了一系列进展，但是尚有很多工作有待完成。项目后续实施推广的难度比较高，可能需要与政府或权威机构合作，并且存在一定的政策风险。后续 Sovrin 项目在企业之间发展联盟链可能是一个不错的选择。,观点：Sovrin 技术落地可期，但推广难度较高,15:07,2018-11-13 20:03:48
18,韩国数字货币交易所 Upbit 已开始在泰国和印度尼西亚推广新的加密交易所，作为其全球扩张计划的一部分。该公司最近在新加坡推出了一个交易所。根据该交易所网站，两个新的 Upbit 交易所将提供超过 130 中数字货币和 240 个交易对。,Upbit 在泰国和印度尼西亚开设新交易所,13:52,2018-11-13 20:03:48
19,根据 Tokenview 数据显示，24 小时成交额排行中成交额排名第一的是 BTC，其 24小 时成交额为 39.87 亿美元，占比为 31.72%；排名第二的是 USDT，其 24 小时成交额为 27.07 亿美元，占比为 21.54%；排名第三的是 ETH，其 24 小时成交额为 15.11 亿美元，占比为 12.02%；排名第四的是 EOS，其 24 小时成交额为 7.38 亿美元，占比为 5.87%；排名第五的是 BCH，其 24 小时成交额为 6.92 亿美元，占比为 5.5%。,行情 | 近 24 小时市值前五的数字货币成交额排名及占比,10:44,2018-11-13 20:03:48
